,url,accepted_by
0,https://www.estadao.com.br/politica/prefeito-de-diadema-e-condenado-por-ligar-assessor-de-lula-a-marcola-e-crime-organizado-npr/,False
1,https://www.estadao.com.br/saude/adultos-podem-tomar-a-vacina-contra-hpv-especialistas-tiram-duvidas-sobre-o-imunizante-nprm/,False
2,https://www.estadao.com.br/link/empresas/ricacos-do-vale-do-silicio-miram-algoritmos-e-ciencia-de-dados-para-gerarem-os-bebes-perfeitos/,False
3,https://www.estadao.com.br/politica/prefeito-de-diadema-e-condenado-por-ligar-assessor-de-lula-a-marcola-e-crime-organizado-npr/,False
